#miRNA	read_count	precursor	total	seq	seq(norm)
hsa-miR-4262	0.00	hsa-mir-4262	0.00	0	0
hsa-miR-4263	0.00	hsa-mir-4263	0.00	0	0
hsa-miR-4264	0.00	hsa-mir-4264	0.00	0	0
hsa-miR-4265	0.00	hsa-mir-4265	0.00	0	0
hsa-miR-4266	0.00	hsa-mir-4266	0.00	0	0
hsa-miR-4267	0.00	hsa-mir-4267	0.00	0	0
hsa-miR-4268	0.00	hsa-mir-4268	0.00	0	0
hsa-miR-4269	0.00	hsa-mir-4269	0.00	0	0
hsa-miR-4270	0.00	hsa-mir-4270	0.00	0	0
hsa-miR-4271	0.00	hsa-mir-4271	0.00	0	0
hsa-miR-4272	0.00	hsa-mir-4272	0.00	0	0
hsa-miR-4273	0.00	hsa-mir-4273	0.00	0	0
hsa-miR-4274	0.00	hsa-mir-4274	0.00	0	0
hsa-miR-4275	0.00	hsa-mir-4275	0.00	0	0
hsa-miR-4276	0.00	hsa-mir-4276	0.00	0	0
hsa-miR-4277	0.00	hsa-mir-4277	0.00	0	0
hsa-miR-4278	0.00	hsa-mir-4278	0.00	0	0
hsa-miR-4279	0.00	hsa-mir-4279	0.00	0	0
hsa-miR-4280	0.00	hsa-mir-4280	0.00	0	0
hsa-miR-4281	0.00	hsa-mir-4281	0.00	0	0
hsa-miR-4282	0.00	hsa-mir-4282	0.00	0	0
hsa-miR-4283	0.00	hsa-mir-4283-1	0.00	0	0
hsa-miR-4283	0.00	hsa-mir-4283-2	0.00	0	0
hsa-miR-4284	3.00	hsa-mir-4284	3.00	3.00	0.18
hsa-miR-4285	0.00	hsa-mir-4285	0.00	0	0
hsa-miR-4286	478.00	hsa-mir-4286	478.00	478.00	29.15
hsa-miR-4287	0.00	hsa-mir-4287	0.00	0	0
hsa-miR-4288	0.00	hsa-mir-4288	0.00	0	0
hsa-miR-4289	0.00	hsa-mir-4289	0.00	0	0
hsa-miR-429	40.00	hsa-mir-429	40.00	40.00	2.44
hsa-miR-4290	0.00	hsa-mir-4290	0.00	0	0
hsa-miR-4291	0.00	hsa-mir-4291	0.00	0	0
hsa-miR-4292	0.00	hsa-mir-4292	0.00	0	0
hsa-miR-4293	0.00	hsa-mir-4293	0.00	0	0
hsa-miR-4294	0.00	hsa-mir-4294	0.00	0	0
hsa-miR-4295	0.00	hsa-mir-4295	0.00	0	0
hsa-miR-4296	0.00	hsa-mir-4296	0.00	0	0
hsa-miR-4297	0.00	hsa-mir-4297	0.00	0	0
hsa-miR-4298	0.00	hsa-mir-4298	0.00	0	0
hsa-miR-4299	0.00	hsa-mir-4299	0.00	0	0
hsa-miR-4300	0.00	hsa-mir-4300	0.00	0	0
hsa-miR-4301	0.00	hsa-mir-4301	0.00	0	0
hsa-miR-4302	0.00	hsa-mir-4302	0.00	0	0
hsa-miR-4303	0.00	hsa-mir-4303	0.00	0	0
hsa-miR-4304	0.00	hsa-mir-4304	0.00	0	0
hsa-miR-4305	0.00	hsa-mir-4305	0.00	0	0
hsa-miR-4306	0.00	hsa-mir-4306	0.00	0	0
hsa-miR-4307	0.00	hsa-mir-4307	0.00	0	0
hsa-miR-4308	0.00	hsa-mir-4308	0.00	0	0
hsa-miR-4309	0.00	hsa-mir-4309	0.00	0	0
hsa-miR-431-5p	0.00	hsa-mir-431	0.00	0	0
hsa-miR-431-3p	0.00	hsa-mir-431	0.00	0	0
hsa-miR-4310	0.00	hsa-mir-4310	0.00	0	0
hsa-miR-4311	0.00	hsa-mir-4311	0.00	0	0
hsa-miR-4312	0.00	hsa-mir-4312	0.00	0	0
hsa-miR-4313	0.00	hsa-mir-4313	0.00	0	0
hsa-miR-4314	0.00	hsa-mir-4314	0.00	0	0
hsa-miR-4315	0.00	hsa-mir-4315-1	0.00	0	0
hsa-miR-4315	0.00	hsa-mir-4315-2	0.00	0	0
hsa-miR-4316	0.00	hsa-mir-4316	0.00	0	0
hsa-miR-4317	0.00	hsa-mir-4317	0.00	0	0
hsa-miR-4318	0.00	hsa-mir-4318	0.00	0	0
hsa-miR-4319	0.00	hsa-mir-4319	0.00	0	0
hsa-miR-432-5p	0.00	hsa-mir-432	0.00	0	0
hsa-miR-432-3p	0.00	hsa-mir-432	0.00	0	0
hsa-miR-4320	0.00	hsa-mir-4320	0.00	0	0
hsa-miR-4321	0.00	hsa-mir-4321	0.00	0	0
hsa-miR-4322	0.00	hsa-mir-4322	0.00	0	0
hsa-miR-4323	0.00	hsa-mir-4323	0.00	0	0
hsa-miR-4324	0.00	hsa-mir-4324	0.00	0	0
hsa-miR-4325	0.00	hsa-mir-4325	0.00	0	0
hsa-miR-4326	1192.00	hsa-mir-4326	1192.00	1192.00	72.70
hsa-miR-4327	0.00	hsa-mir-4327	0.00	0	0
hsa-miR-4328	0.00	hsa-mir-4328	0.00	0	0
hsa-miR-4329	0.00	hsa-mir-4329	0.00	0	0
hsa-miR-433-5p	0.00	hsa-mir-433	0.00	0	0
hsa-miR-433-3p	0.00	hsa-mir-433	0.00	0	0
hsa-miR-4330	0.00	hsa-mir-4330	0.00	0	0
hsa-miR-4418	0.00	hsa-mir-4418	0.00	0	0
hsa-miR-4420	0.00	hsa-mir-4420	0.00	0	0
hsa-miR-4421	12.00	hsa-mir-4421	12.00	12.00	0.73
hsa-miR-4422	1.00	hsa-mir-4422	1.00	1.00	0.06
hsa-miR-4423-5p	3.00	hsa-mir-4423	3.00	3.00	0.18
hsa-miR-4423-3p	1.00	hsa-mir-4423	1.00	1.00	0.06
hsa-miR-4424	0.00	hsa-mir-4424	0.00	0	0
hsa-miR-4425	67.00	hsa-mir-4425	67.00	67.00	4.09
hsa-miR-4426	1.00	hsa-mir-4426	1.00	1.00	0.06
hsa-miR-4427	0.00	hsa-mir-4427	0.00	0	0
hsa-miR-4428	0.00	hsa-mir-4428	0.00	0	0
hsa-miR-4429	0.00	hsa-mir-4429	0.00	0	0
hsa-miR-4430	0.00	hsa-mir-4430	0.00	0	0
hsa-miR-4431	0.00	hsa-mir-4431	0.00	0	0
hsa-miR-4432	0.00	hsa-mir-4432	0.00	0	0
hsa-miR-4433a-5p	0.00	hsa-mir-4433a	0.00	0	0
hsa-miR-4433a-3p	0.00	hsa-mir-4433a	0.00	0	0
hsa-miR-4433b-5p	0.00	hsa-mir-4433b	0.00	0	0
hsa-miR-4433b-3p	0.00	hsa-mir-4433b	0.00	0	0
hsa-miR-4434	0.00	hsa-mir-4434	0.00	0	0
hsa-miR-4435	288.00	hsa-mir-4435-1	288.00	288.00	17.57
hsa-miR-4435	288.00	hsa-mir-4435-2	288.00	288.00	17.57
hsa-miR-4436a	0.00	hsa-mir-4436a	0.00	0	0
hsa-miR-4436b-5p	0.00	hsa-mir-4436b-1	0.00	0	0
hsa-miR-4436b-3p	0.00	hsa-mir-4436b-1	0.00	0	0
hsa-miR-4436b-5p	0.00	hsa-mir-4436b-2	0.00	0	0
hsa-miR-4436b-3p	0.00	hsa-mir-4436b-2	0.00	0	0
hsa-miR-4437	0.00	hsa-mir-4437	0.00	0	0
hsa-miR-4438	0.00	hsa-mir-4438	0.00	0	0
hsa-miR-4439	0.00	hsa-mir-4439	0.00	0	0
hsa-miR-4440	11.00	hsa-mir-4440	11.00	11.00	0.67
hsa-miR-4441	0.00	hsa-mir-4441	0.00	0	0
hsa-miR-4442	0.00	hsa-mir-4442	0.00	0	0
hsa-miR-4443	15.00	hsa-mir-4443	15.00	15.00	0.91
hsa-miR-4444	0.00	hsa-mir-4444-1	0.00	0	0
hsa-miR-4444	0.00	hsa-mir-4444-2	0.00	0	0
hsa-miR-4445-5p	24.00	hsa-mir-4445	24.00	24.00	1.46
hsa-miR-4445-3p	6.00	hsa-mir-4445	6.00	6.00	0.37
hsa-miR-4446-5p	0.00	hsa-mir-4446	0.00	0	0
hsa-miR-4446-3p	0.00	hsa-mir-4446	0.00	0	0
hsa-miR-4447	0.00	hsa-mir-4447	0.00	0	0
hsa-miR-4448	63.00	hsa-mir-4448	63.00	63.00	3.84
hsa-miR-4449	13.00	hsa-mir-4449	13.00	13.00	0.79
hsa-miR-4450	0.00	hsa-mir-4450	0.00	0	0
hsa-miR-4451	0.00	hsa-mir-4451	0.00	0	0
hsa-miR-4452	0.00	hsa-mir-4452	0.00	0	0
hsa-miR-4453	0.00	hsa-mir-4453	0.00	0	0
hsa-miR-4454	555.00	hsa-mir-4454	555.00	555.00	33.85
hsa-miR-4455	0.00	hsa-mir-4455	0.00	0	0
hsa-miR-4456	0.00	hsa-mir-4456	0.00	0	0
hsa-miR-4457	2.00	hsa-mir-4457	2.00	2.00	0.12
hsa-miR-4458	10.00	hsa-mir-4458	10.00	10.00	0.61
hsa-miR-4460	0.00	hsa-mir-4460	0.00	0	0
hsa-miR-4462	0.00	hsa-mir-4462	0.00	0	0
hsa-miR-4463	0.00	hsa-mir-4463	0.00	0	0
hsa-miR-4464	0.00	hsa-mir-4464	0.00	0	0
hsa-miR-4465	0.00	hsa-mir-4465	0.00	0	0
hsa-miR-4466	24.00	hsa-mir-4466	24.00	24.00	1.46
hsa-miR-4467	0.00	hsa-mir-4467	0.00	0	0
hsa-miR-4468	0.00	hsa-mir-4468	0.00	0	0
hsa-miR-4469	0.00	hsa-mir-4469	0.00	0	0
hsa-miR-4470	0.00	hsa-mir-4470	0.00	0	0
hsa-miR-4471	0.00	hsa-mir-4471	0.00	0	0
hsa-miR-4472	0.00	hsa-mir-4472-1	0.00	0	0
hsa-miR-4472	0.00	hsa-mir-4472-2	0.00	0	0
hsa-miR-4473	14.00	hsa-mir-4473	14.00	14.00	0.85
hsa-miR-4474-5p	0.00	hsa-mir-4474	0.00	0	0
hsa-miR-4474-3p	11.00	hsa-mir-4474	11.00	11.00	0.67
hsa-miR-4475	3.00	hsa-mir-4475	3.00	3.00	0.18
hsa-miR-4476	0.00	hsa-mir-4476	0.00	0	0
hsa-miR-4477a	9.00	hsa-mir-4477a	9.00	9.00	0.55
hsa-miR-4477b	13.00	hsa-mir-4477b	13.00	13.00	0.79
hsa-miR-4478	1.00	hsa-mir-4478	1.00	1.00	0.06
hsa-miR-4479	3.00	hsa-mir-4479	3.00	3.00	0.18
hsa-miR-448	1.00	hsa-mir-448	1.00	1.00	0.06
hsa-miR-4480	0.00	hsa-mir-4480	0.00	0	0
hsa-miR-4481	0.00	hsa-mir-4481	0.00	0	0
hsa-miR-4482-5p	0.00	hsa-mir-4482	0.00	0	0
hsa-miR-4482-3p	0.00	hsa-mir-4482	0.00	0	0
hsa-miR-4483	0.00	hsa-mir-4483	0.00	0	0
hsa-miR-4484	9.00	hsa-mir-4484	9.00	9.00	0.55
hsa-miR-4485-5p	1.00	hsa-mir-4485	1.00	1.00	0.06
hsa-miR-4485-3p	114.00	hsa-mir-4485	114.00	114.00	6.95
hsa-miR-4486	0.00	hsa-mir-4486	0.00	0	0
hsa-miR-4487	0.00	hsa-mir-4487	0.00	0	0
hsa-miR-4487	0.00	hsa-mir-4487	0.00	0	0
hsa-miR-4488	5.00	hsa-mir-4488	5.00	5.00	0.30
hsa-miR-4489	0.00	hsa-mir-4489	0.00	0	0
hsa-miR-4490	0.00	hsa-mir-4490	0.00	0	0
hsa-miR-4491	0.00	hsa-mir-4491	0.00	0	0
hsa-miR-4492	0.00	hsa-mir-4492	0.00	0	0
hsa-miR-4493	0.00	hsa-mir-4493	0.00	0	0
hsa-miR-4494	0.00	hsa-mir-4494	0.00	0	0
hsa-miR-4495	0.00	hsa-mir-4495	0.00	0	0
hsa-miR-4496	0.00	hsa-mir-4496	0.00	0	0
hsa-miR-4497	0.00	hsa-mir-4497	0.00	0	0
hsa-miR-4498	2.00	hsa-mir-4498	2.00	2.00	0.12
hsa-miR-4499	0.00	hsa-mir-4499	0.00	0	0
hsa-miR-449a	86.00	hsa-mir-449a	86.00	86.00	5.25
hsa-miR-449b-5p	57.00	hsa-mir-449b	57.00	57.00	3.48
hsa-miR-449b-3p	0.00	hsa-mir-449b	0.00	0	0
hsa-miR-449c-5p	179.00	hsa-mir-449c	179.00	179.00	10.92
hsa-miR-449c-3p	0.00	hsa-mir-449c	0.00	0	0
hsa-miR-4500	0.00	hsa-mir-4500	0.00	0	0
hsa-miR-4501	10.00	hsa-mir-4501	10.00	10.00	0.61
hsa-miR-4502	3.00	hsa-mir-4502	3.00	3.00	0.18
hsa-miR-4503	0.00	hsa-mir-4503	0.00	0	0
hsa-miR-4504	5.00	hsa-mir-4504	5.00	5.00	0.30
hsa-miR-4505	0.00	hsa-mir-4505	0.00	0	0
hsa-miR-4506	0.00	hsa-mir-4506	0.00	0	0
hsa-miR-4507	2.00	hsa-mir-4507	2.00	2.00	0.12
hsa-miR-4508	1.00	hsa-mir-4508	1.00	1.00	0.06
hsa-miR-4509	0.00	hsa-mir-4509-1	0.00	0	0
hsa-miR-4509	0.00	hsa-mir-4509-2	0.00	0	0
hsa-miR-4509	0.00	hsa-mir-4509-3	0.00	0	0
hsa-miR-450a-5p	485.00	hsa-mir-450a-1	485.00	485.00	29.58
hsa-miR-450a-1-3p	3.00	hsa-mir-450a-1	3.00	3.00	0.18
hsa-miR-450a-5p	484.00	hsa-mir-450a-2	484.00	484.00	29.52
hsa-miR-450a-2-3p	1.00	hsa-mir-450a-2	1.00	1.00	0.06
hsa-miR-450b-5p	1122.00	hsa-mir-450b	1122.00	1122.00	68.43
hsa-miR-450b-3p	0.00	hsa-mir-450b	0.00	0	0
hsa-miR-4510	1.00	hsa-mir-4510	1.00	1.00	0.06
hsa-miR-4511	18.00	hsa-mir-4511	18.00	18.00	1.10
hsa-miR-4512	9.00	hsa-mir-4512	9.00	9.00	0.55
hsa-miR-4513	0.00	hsa-mir-4513	0.00	0	0
hsa-miR-4514	0.00	hsa-mir-4514	0.00	0	0
hsa-miR-4515	10.00	hsa-mir-4515	10.00	10.00	0.61
hsa-miR-4516	0.00	hsa-mir-4516	0.00	0	0
hsa-miR-4517	79.00	hsa-mir-4517	79.00	79.00	4.82
hsa-miR-4518	0.00	hsa-mir-4518	0.00	0	0
hsa-miR-4519	0.00	hsa-mir-4519	0.00	0	0
hsa-miR-451a	0.00	hsa-mir-451a	0.00	0	0
hsa-miR-451b	0.00	hsa-mir-451b	0.00	0	0
hsa-miR-452-5p	24.00	hsa-mir-452	24.00	24.00	1.46
hsa-miR-452-3p	0.00	hsa-mir-452	0.00	0	0
hsa-miR-4520-5p	0.00	hsa-mir-4520-1	0.00	0	0
hsa-miR-4520-3p	0.00	hsa-mir-4520-1	0.00	0	0
hsa-miR-4520-5p	0.00	hsa-mir-4520-2	0.00	0	0
hsa-miR-4520-2-3p	0.00	hsa-mir-4520-2	0.00	0	0
hsa-miR-4521	268.00	hsa-mir-4521	268.00	268.00	16.35
hsa-miR-4522	2.00	hsa-mir-4522	2.00	2.00	0.12
hsa-miR-4523	12.00	hsa-mir-4523	12.00	12.00	0.73
hsa-miR-4524a-5p	8.00	hsa-mir-4524a	8.00	8.00	0.49
hsa-miR-4524a-3p	0.00	hsa-mir-4524a	0.00	0	0
hsa-miR-4524b-5p	0.00	hsa-mir-4524b	0.00	0	0
hsa-miR-4524b-3p	0.00	hsa-mir-4524b	0.00	0	0
hsa-miR-4525	2.00	hsa-mir-4525	2.00	2.00	0.12
hsa-miR-4526	0.00	hsa-mir-4526	0.00	0	0
hsa-miR-4527	0.00	hsa-mir-4527	0.00	0	0
hsa-miR-4528	0.00	hsa-mir-4528	0.00	0	0
hsa-miR-4529-5p	0.00	hsa-mir-4529	0.00	0	0
hsa-miR-4529-3p	0.00	hsa-mir-4529	0.00	0	0
hsa-miR-4530	0.00	hsa-mir-4530	0.00	0	0
hsa-miR-4531	0.00	hsa-mir-4531	0.00	0	0
hsa-miR-4533	0.00	hsa-mir-4533	0.00	0	0
hsa-miR-4534	0.00	hsa-mir-4534	0.00	0	0
hsa-miR-4535	0.00	hsa-mir-4535	0.00	0	0
hsa-miR-4536-5p	1.00	hsa-mir-4536-1	1.00	1.00	0.06
hsa-miR-4536-3p	0.00	hsa-mir-4536-1	0.00	0	0
hsa-miR-4536-5p	1.00	hsa-mir-4536-2	1.00	1.00	0.06
hsa-miR-4536-3p	0.00	hsa-mir-4536-2	0.00	0	0
hsa-miR-4537	0.00	hsa-mir-4537	0.00	0	0
hsa-miR-4538	0.00	hsa-mir-4538	0.00	0	0
hsa-miR-4539	0.00	hsa-mir-4539	0.00	0	0
hsa-miR-454-5p	509.00	hsa-mir-454	509.00	509.00	31.05
hsa-miR-454-3p	3506.00	hsa-mir-454	3506.00	3506.00	213.84
hsa-miR-4540	0.00	hsa-mir-4540	0.00	0	0
hsa-miR-455-5p	1627.00	hsa-mir-455	1627.00	1627.00	99.23
hsa-miR-455-3p	1049.00	hsa-mir-455	1049.00	1049.00	63.98
hsa-miR-4632-5p	0.00	hsa-mir-4632	0.00	0	0
hsa-miR-4632-3p	3.00	hsa-mir-4632	3.00	3.00	0.18
hsa-miR-4633-5p	0.00	hsa-mir-4633	0.00	0	0
hsa-miR-4633-3p	0.00	hsa-mir-4633	0.00	0	0
hsa-miR-4634	0.00	hsa-mir-4634	0.00	0	0
hsa-miR-4635	2.00	hsa-mir-4635	2.00	2.00	0.12
hsa-miR-4636	0.00	hsa-mir-4636	0.00	0	0
hsa-miR-4637	2.00	hsa-mir-4637	2.00	2.00	0.12
hsa-miR-4638-5p	2.00	hsa-mir-4638	2.00	2.00	0.12
hsa-miR-4638-3p	67.00	hsa-mir-4638	67.00	67.00	4.09
hsa-miR-4639-5p	0.00	hsa-mir-4639	0.00	0	0
hsa-miR-4639-3p	0.00	hsa-mir-4639	0.00	0	0
hsa-miR-4640-5p	0.00	hsa-mir-4640	0.00	0	0
hsa-miR-4640-3p	16.00	hsa-mir-4640	16.00	16.00	0.98
hsa-miR-4641	0.00	hsa-mir-4641	0.00	0	0
hsa-miR-4642	12.00	hsa-mir-4642	12.00	12.00	0.73
hsa-miR-4643	0.00	hsa-mir-4643	0.00	0	0
hsa-miR-4644	0.00	hsa-mir-4644	0.00	0	0
hsa-miR-4645-5p	0.00	hsa-mir-4645	0.00	0	0
hsa-miR-4645-3p	11.00	hsa-mir-4645	11.00	11.00	0.67
hsa-miR-4646-5p	0.00	hsa-mir-4646	0.00	0	0
hsa-miR-4646-3p	4.00	hsa-mir-4646	4.00	4.00	0.24
hsa-miR-4647	19.00	hsa-mir-4647	19.00	19.00	1.16
hsa-miR-4648	0.00	hsa-mir-4648	0.00	0	0
hsa-miR-4649-5p	0.00	hsa-mir-4649	0.00	0	0
hsa-miR-4649-3p	4.00	hsa-mir-4649	4.00	4.00	0.24
hsa-miR-4650-5p	0.00	hsa-mir-4650-1	0.00	0	0
hsa-miR-4650-3p	0.00	hsa-mir-4650-1	0.00	0	0
hsa-miR-4650-5p	0.00	hsa-mir-4650-2	0.00	0	0
hsa-miR-4650-3p	0.00	hsa-mir-4650-2	0.00	0	0
hsa-miR-4651	5.00	hsa-mir-4651	5.00	5.00	0.30
hsa-miR-4652-5p	25.00	hsa-mir-4652	25.00	25.00	1.52
hsa-miR-4652-3p	1.00	hsa-mir-4652	1.00	1.00	0.06
hsa-miR-4653-5p	0.00	hsa-mir-4653	0.00	0	0
hsa-miR-4653-3p	0.00	hsa-mir-4653	0.00	0	0
hsa-miR-4654	3.00	hsa-mir-4654	3.00	3.00	0.18
hsa-miR-4655-5p	1.00	hsa-mir-4655	1.00	1.00	0.06
hsa-miR-4655-3p	0.00	hsa-mir-4655	0.00	0	0
hsa-miR-4656	0.00	hsa-mir-4656	0.00	0	0
hsa-miR-4657	0.00	hsa-mir-4657	0.00	0	0
hsa-miR-4658	1.00	hsa-mir-4658	1.00	1.00	0.06
hsa-miR-4659a-5p	3.00	hsa-mir-4659a	3.00	3.00	0.18
hsa-miR-4659a-3p	2.00	hsa-mir-4659a	2.00	2.00	0.12
hsa-miR-4659b-5p	0.00	hsa-mir-4659b	0.00	0	0
hsa-miR-4659b-3p	0.00	hsa-mir-4659b	0.00	0	0
hsa-miR-466	4.00	hsa-mir-466	4.00	4.00	0.24
hsa-miR-4660	13.00	hsa-mir-4660	13.00	13.00	0.79
hsa-miR-4661-5p	29.00	hsa-mir-4661	29.00	29.00	1.77
hsa-miR-4661-3p	7.00	hsa-mir-4661	7.00	7.00	0.43
hsa-miR-4662a-5p	117.00	hsa-mir-4662a	117.00	117.00	7.14
hsa-miR-4662a-3p	1.00	hsa-mir-4662a	1.00	1.00	0.06
hsa-miR-4662b	0.00	hsa-mir-4662b	0.00	0	0
hsa-miR-4663	0.00	hsa-mir-4663	0.00	0	0
hsa-miR-4664-5p	0.00	hsa-mir-4664	0.00	0	0
hsa-miR-4664-3p	4.00	hsa-mir-4664	4.00	4.00	0.24
hsa-miR-4665-5p	6.00	hsa-mir-4665	6.00	6.00	0.37
hsa-miR-4665-3p	0.00	hsa-mir-4665	0.00	0	0
hsa-miR-4666a-5p	10.00	hsa-mir-4666a	10.00	10.00	0.61
hsa-miR-4666a-3p	0.00	hsa-mir-4666a	0.00	0	0
hsa-miR-4666b	1.00	hsa-mir-4666b	1.00	1.00	0.06
hsa-miR-4667-5p	1.00	hsa-mir-4667	1.00	1.00	0.06
hsa-miR-4667-3p	0.00	hsa-mir-4667	0.00	0	0
hsa-miR-4668-5p	3.00	hsa-mir-4668	3.00	3.00	0.18
hsa-miR-4668-3p	1.00	hsa-mir-4668	1.00	1.00	0.06
hsa-miR-4669	0.00	hsa-mir-4669	0.00	0	0
hsa-miR-4670-5p	1.00	hsa-mir-4670	1.00	1.00	0.06
hsa-miR-4670-3p	0.00	hsa-mir-4670	0.00	0	0
hsa-miR-4671-5p	6.00	hsa-mir-4671	6.00	6.00	0.37
hsa-miR-4671-3p	9.00	hsa-mir-4671	9.00	9.00	0.55
hsa-miR-4672	1.00	hsa-mir-4672	1.00	1.00	0.06
hsa-miR-4673	1.00	hsa-mir-4673	1.00	1.00	0.06
hsa-miR-4674	0.00	hsa-mir-4674	0.00	0	0
hsa-miR-4675	0.00	hsa-mir-4675	0.00	0	0
hsa-miR-4676-5p	0.00	hsa-mir-4676	0.00	0	0
hsa-miR-4676-3p	8.00	hsa-mir-4676	8.00	8.00	0.49
hsa-miR-4677-5p	20.00	hsa-mir-4677	20.00	20.00	1.22
hsa-miR-4677-3p	777.00	hsa-mir-4677	777.00	777.00	47.39
hsa-miR-4678	0.00	hsa-mir-4678	0.00	0	0
hsa-miR-4679	0.00	hsa-mir-4679-1	0.00	0	0
hsa-miR-4679	0.00	hsa-mir-4679-2	0.00	0	0
hsa-miR-4680-5p	0.00	hsa-mir-4680	0.00	0	0
hsa-miR-4680-3p	0.00	hsa-mir-4680	0.00	0	0
hsa-miR-4681	2.00	hsa-mir-4681	2.00	2.00	0.12
hsa-miR-4682	3.00	hsa-mir-4682	3.00	3.00	0.18
hsa-miR-4683	0.00	hsa-mir-4683	0.00	0	0
hsa-miR-4684-5p	0.00	hsa-mir-4684	0.00	0	0
hsa-miR-4684-3p	0.00	hsa-mir-4684	0.00	0	0
hsa-miR-4685-5p	0.00	hsa-mir-4685	0.00	0	0
hsa-miR-4685-3p	9.00	hsa-mir-4685	9.00	9.00	0.55
hsa-miR-4686	0.00	hsa-mir-4686	0.00	0	0
hsa-miR-4687-5p	11.00	hsa-mir-4687	11.00	11.00	0.67
hsa-miR-4687-3p	3.00	hsa-mir-4687	3.00	3.00	0.18
hsa-miR-4688	10.00	hsa-mir-4688	10.00	10.00	0.61
hsa-miR-4689	8.00	hsa-mir-4689	8.00	8.00	0.49
hsa-miR-4690-5p	0.00	hsa-mir-4690	0.00	0	0
hsa-miR-4690-3p	2.00	hsa-mir-4690	2.00	2.00	0.12
hsa-miR-4691-5p	0.00	hsa-mir-4691	0.00	0	0
hsa-miR-4691-3p	0.00	hsa-mir-4691	0.00	0	0
hsa-miR-4692	0.00	hsa-mir-4692	0.00	0	0
hsa-miR-4693-5p	0.00	hsa-mir-4693	0.00	0	0
hsa-miR-4693-3p	0.00	hsa-mir-4693	0.00	0	0
hsa-miR-4694-5p	0.00	hsa-mir-4694	0.00	0	0
hsa-miR-4694-3p	1.00	hsa-mir-4694	1.00	1.00	0.06
hsa-miR-4695-5p	1.00	hsa-mir-4695	1.00	1.00	0.06
hsa-miR-4695-3p	1.00	hsa-mir-4695	1.00	1.00	0.06
hsa-miR-4696	0.00	hsa-mir-4696	0.00	0	0
hsa-miR-4697-5p	0.00	hsa-mir-4697	0.00	0	0
hsa-miR-4697-3p	16.00	hsa-mir-4697	16.00	16.00	0.98
hsa-miR-4698	0.00	hsa-mir-4698	0.00	0	0
hsa-miR-4699-5p	0.00	hsa-mir-4699	0.00	0	0
hsa-miR-4699-3p	1.00	hsa-mir-4699	1.00	1.00	0.06
hsa-miR-4700-5p	0.00	hsa-mir-4700	0.00	0	0
hsa-miR-4700-3p	3.00	hsa-mir-4700	3.00	3.00	0.18
hsa-miR-4701-5p	0.00	hsa-mir-4701	0.00	0	0
hsa-miR-4701-3p	0.00	hsa-mir-4701	0.00	0	0
hsa-miR-4703-5p	0.00	hsa-mir-4703	0.00	0	0
hsa-miR-4703-3p	0.00	hsa-mir-4703	0.00	0	0
hsa-miR-4704-5p	0.00	hsa-mir-4704	0.00	0	0
hsa-miR-4704-3p	0.00	hsa-mir-4704	0.00	0	0
hsa-miR-4705	7.00	hsa-mir-4705	7.00	7.00	0.43
hsa-miR-4706	1.00	hsa-mir-4706	1.00	1.00	0.06
hsa-miR-4707-5p	5.00	hsa-mir-4707	5.00	5.00	0.30
hsa-miR-4707-3p	8.00	hsa-mir-4707	8.00	8.00	0.49
hsa-miR-4708-5p	0.00	hsa-mir-4708	0.00	0	0
hsa-miR-4708-3p	0.00	hsa-mir-4708	0.00	0	0
hsa-miR-4709-5p	0.00	hsa-mir-4709	0.00	0	0
hsa-miR-4709-3p	1.00	hsa-mir-4709	1.00	1.00	0.06
hsa-miR-4710	0.00	hsa-mir-4710	0.00	0	0
hsa-miR-4711-5p	0.00	hsa-mir-4711	0.00	0	0
hsa-miR-4711-3p	0.00	hsa-mir-4711	0.00	0	0
hsa-miR-4712-5p	0.00	hsa-mir-4712	0.00	0	0
hsa-miR-4712-3p	5.00	hsa-mir-4712	5.00	5.00	0.30
hsa-miR-4713-5p	12.00	hsa-mir-4713	12.00	12.00	0.73
hsa-miR-4713-3p	0.00	hsa-mir-4713	0.00	0	0
hsa-miR-4714-5p	1.00	hsa-mir-4714	1.00	1.00	0.06
hsa-miR-4714-3p	2.00	hsa-mir-4714	2.00	2.00	0.12
hsa-miR-4715-5p	0.00	hsa-mir-4715	0.00	0	0
hsa-miR-4715-3p	0.00	hsa-mir-4715	0.00	0	0
hsa-miR-4716-5p	1.00	hsa-mir-4716	1.00	1.00	0.06
hsa-miR-4716-3p	0.00	hsa-mir-4716	0.00	0	0
hsa-miR-4717-5p	0.00	hsa-mir-4717	0.00	0	0
hsa-miR-4717-3p	11.00	hsa-mir-4717	11.00	11.00	0.67
hsa-miR-4718	0.00	hsa-mir-4718	0.00	0	0
hsa-miR-4719	0.00	hsa-mir-4719	0.00	0	0
hsa-miR-4720-5p	2.00	hsa-mir-4720	2.00	2.00	0.12
hsa-miR-4720-3p	0.00	hsa-mir-4720	0.00	0	0
hsa-miR-4721	1.00	hsa-mir-4721	1.00	1.00	0.06
hsa-miR-4722-5p	0.00	hsa-mir-4722	0.00	0	0
hsa-miR-4722-3p	0.00	hsa-mir-4722	0.00	0	0
hsa-miR-4723-5p	1.00	hsa-mir-4723	1.00	1.00	0.06
hsa-miR-4723-3p	1.00	hsa-mir-4723	1.00	1.00	0.06
hsa-miR-4724-5p	0.00	hsa-mir-4724	0.00	0	0
hsa-miR-4724-3p	0.00	hsa-mir-4724	0.00	0	0
