#miRNA	read_count	precursor	total	seq	seq(norm)
hsa-miR-4255	0.00	hsa-mir-4255	0.00	0	0
hsa-miR-4256	0.00	hsa-mir-4256	0.00	0	0
hsa-miR-4257	0.00	hsa-mir-4257	0.00	0	0
hsa-miR-4258	0.00	hsa-mir-4258	0.00	0	0
hsa-miR-4259	0.00	hsa-mir-4259	0.00	0	0
hsa-miR-4260	0.00	hsa-mir-4260	0.00	0	0
hsa-miR-4261	0.00	hsa-mir-4261	0.00	0	0
hsa-miR-4262	0.00	hsa-mir-4262	0.00	0	0
hsa-miR-4263	0.00	hsa-mir-4263	0.00	0	0
hsa-miR-4264	0.00	hsa-mir-4264	0.00	0	0
hsa-miR-4265	0.00	hsa-mir-4265	0.00	0	0
hsa-miR-4266	0.00	hsa-mir-4266	0.00	0	0
hsa-miR-4267	0.00	hsa-mir-4267	0.00	0	0
hsa-miR-4268	0.00	hsa-mir-4268	0.00	0	0
hsa-miR-4269	0.00	hsa-mir-4269	0.00	0	0
hsa-miR-4270	0.00	hsa-mir-4270	0.00	0	0
hsa-miR-4271	0.00	hsa-mir-4271	0.00	0	0
hsa-miR-4272	0.00	hsa-mir-4272	0.00	0	0
hsa-miR-4273	0.00	hsa-mir-4273	0.00	0	0
hsa-miR-4274	0.00	hsa-mir-4274	0.00	0	0
hsa-miR-4275	0.00	hsa-mir-4275	0.00	0	0
hsa-miR-4276	0.00	hsa-mir-4276	0.00	0	0
hsa-miR-4277	0.00	hsa-mir-4277	0.00	0	0
hsa-miR-4278	0.00	hsa-mir-4278	0.00	0	0
hsa-miR-4279	0.00	hsa-mir-4279	0.00	0	0
hsa-miR-4280	0.00	hsa-mir-4280	0.00	0	0
hsa-miR-4281	0.00	hsa-mir-4281	0.00	0	0
hsa-miR-4282	0.00	hsa-mir-4282	0.00	0	0
hsa-miR-4283	0.00	hsa-mir-4283-1	0.00	0	0
hsa-miR-4283	0.00	hsa-mir-4283-2	0.00	0	0
hsa-miR-4284	1.00	hsa-mir-4284	1.00	1.00	0.05
hsa-miR-4285	0.00	hsa-mir-4285	0.00	0	0
hsa-miR-4286	334.00	hsa-mir-4286	334.00	334.00	17.26
hsa-miR-4287	0.00	hsa-mir-4287	0.00	0	0
hsa-miR-4288	0.00	hsa-mir-4288	0.00	0	0
hsa-miR-4289	0.00	hsa-mir-4289	0.00	0	0
hsa-miR-429	66.00	hsa-mir-429	66.00	66.00	3.41
hsa-miR-4290	0.00	hsa-mir-4290	0.00	0	0
hsa-miR-4291	0.00	hsa-mir-4291	0.00	0	0
hsa-miR-4292	0.00	hsa-mir-4292	0.00	0	0
hsa-miR-4293	0.00	hsa-mir-4293	0.00	0	0
hsa-miR-4294	0.00	hsa-mir-4294	0.00	0	0
hsa-miR-4295	0.00	hsa-mir-4295	0.00	0	0
hsa-miR-4296	0.00	hsa-mir-4296	0.00	0	0
hsa-miR-4297	0.00	hsa-mir-4297	0.00	0	0
hsa-miR-4298	0.00	hsa-mir-4298	0.00	0	0
hsa-miR-4299	0.00	hsa-mir-4299	0.00	0	0
hsa-miR-4300	0.00	hsa-mir-4300	0.00	0	0
hsa-miR-4301	0.00	hsa-mir-4301	0.00	0	0
hsa-miR-4302	0.00	hsa-mir-4302	0.00	0	0
hsa-miR-4303	0.00	hsa-mir-4303	0.00	0	0
hsa-miR-4304	0.00	hsa-mir-4304	0.00	0	0
hsa-miR-4305	0.00	hsa-mir-4305	0.00	0	0
hsa-miR-4306	0.00	hsa-mir-4306	0.00	0	0
hsa-miR-4307	0.00	hsa-mir-4307	0.00	0	0
hsa-miR-4308	0.00	hsa-mir-4308	0.00	0	0
hsa-miR-4309	0.00	hsa-mir-4309	0.00	0	0
hsa-miR-431-5p	1.00	hsa-mir-431	1.00	1.00	0.05
hsa-miR-431-3p	0.00	hsa-mir-431	0.00	0	0
hsa-miR-4310	0.00	hsa-mir-4310	0.00	0	0
hsa-miR-4311	0.00	hsa-mir-4311	0.00	0	0
hsa-miR-4312	0.00	hsa-mir-4312	0.00	0	0
hsa-miR-4313	0.00	hsa-mir-4313	0.00	0	0
hsa-miR-4314	0.00	hsa-mir-4314	0.00	0	0
hsa-miR-4315	1.00	hsa-mir-4315-1	1.00	1.00	0.05
hsa-miR-4315	1.00	hsa-mir-4315-2	1.00	1.00	0.05
hsa-miR-4316	0.00	hsa-mir-4316	0.00	0	0
hsa-miR-4317	0.00	hsa-mir-4317	0.00	0	0
hsa-miR-4318	0.00	hsa-mir-4318	0.00	0	0
hsa-miR-4319	0.00	hsa-mir-4319	0.00	0	0
hsa-miR-432-5p	0.00	hsa-mir-432	0.00	0	0
hsa-miR-432-3p	0.00	hsa-mir-432	0.00	0	0
hsa-miR-4320	0.00	hsa-mir-4320	0.00	0	0
hsa-miR-4321	0.00	hsa-mir-4321	0.00	0	0
hsa-miR-4322	0.00	hsa-mir-4322	0.00	0	0
hsa-miR-4323	0.00	hsa-mir-4323	0.00	0	0
hsa-miR-4324	1.00	hsa-mir-4324	1.00	1.00	0.05
hsa-miR-4325	0.00	hsa-mir-4325	0.00	0	0
hsa-miR-4326	1735.00	hsa-mir-4326	1735.00	1735.00	89.65
hsa-miR-4327	0.00	hsa-mir-4327	0.00	0	0
hsa-miR-4328	0.00	hsa-mir-4328	0.00	0	0
hsa-miR-4329	0.00	hsa-mir-4329	0.00	0	0
hsa-miR-433-5p	0.00	hsa-mir-433	0.00	0	0
hsa-miR-433-3p	0.00	hsa-mir-433	0.00	0	0
hsa-miR-4330	0.00	hsa-mir-4330	0.00	0	0
hsa-miR-4418	0.00	hsa-mir-4418	0.00	0	0
hsa-miR-4420	0.00	hsa-mir-4420	0.00	0	0
hsa-miR-4421	8.00	hsa-mir-4421	8.00	8.00	0.41
hsa-miR-4422	0.00	hsa-mir-4422	0.00	0	0
hsa-miR-4423-5p	1.00	hsa-mir-4423	1.00	1.00	0.05
hsa-miR-4423-3p	3.00	hsa-mir-4423	3.00	3.00	0.16
hsa-miR-4424	2.00	hsa-mir-4424	2.00	2.00	0.10
hsa-miR-4425	55.00	hsa-mir-4425	55.00	55.00	2.84
hsa-miR-4426	1.00	hsa-mir-4426	1.00	1.00	0.05
hsa-miR-4427	0.00	hsa-mir-4427	0.00	0	0
hsa-miR-4428	0.00	hsa-mir-4428	0.00	0	0
hsa-miR-4429	1.00	hsa-mir-4429	1.00	1.00	0.05
hsa-miR-4430	0.00	hsa-mir-4430	0.00	0	0
hsa-miR-4431	0.00	hsa-mir-4431	0.00	0	0
hsa-miR-4432	0.00	hsa-mir-4432	0.00	0	0
hsa-miR-4433a-5p	0.00	hsa-mir-4433a	0.00	0	0
hsa-miR-4433a-3p	0.00	hsa-mir-4433a	0.00	0	0
hsa-miR-4433b-5p	0.00	hsa-mir-4433b	0.00	0	0
hsa-miR-4433b-3p	0.00	hsa-mir-4433b	0.00	0	0
hsa-miR-4434	0.00	hsa-mir-4434	0.00	0	0
hsa-miR-4435	468.00	hsa-mir-4435-1	468.00	468.00	24.18
hsa-miR-4435	468.00	hsa-mir-4435-2	468.00	468.00	24.18
hsa-miR-4436a	0.00	hsa-mir-4436a	0.00	0	0
hsa-miR-4436b-5p	0.00	hsa-mir-4436b-1	0.00	0	0
hsa-miR-4436b-3p	0.00	hsa-mir-4436b-1	0.00	0	0
hsa-miR-4436b-5p	0.00	hsa-mir-4436b-2	0.00	0	0
hsa-miR-4436b-3p	0.00	hsa-mir-4436b-2	0.00	0	0
hsa-miR-4437	0.00	hsa-mir-4437	0.00	0	0
hsa-miR-4438	0.00	hsa-mir-4438	0.00	0	0
hsa-miR-4439	0.00	hsa-mir-4439	0.00	0	0
hsa-miR-4440	5.00	hsa-mir-4440	5.00	5.00	0.26
hsa-miR-4441	0.00	hsa-mir-4441	0.00	0	0
hsa-miR-4442	0.00	hsa-mir-4442	0.00	0	0
hsa-miR-4443	2.00	hsa-mir-4443	2.00	2.00	0.10
hsa-miR-4444	0.00	hsa-mir-4444-1	0.00	0	0
hsa-miR-4444	0.00	hsa-mir-4444-2	0.00	0	0
hsa-miR-4445-5p	12.00	hsa-mir-4445	12.00	12.00	0.62
hsa-miR-4445-3p	12.00	hsa-mir-4445	12.00	12.00	0.62
hsa-miR-4446-5p	0.00	hsa-mir-4446	0.00	0	0
hsa-miR-4446-3p	1.00	hsa-mir-4446	1.00	1.00	0.05
hsa-miR-4447	0.00	hsa-mir-4447	0.00	0	0
hsa-miR-4448	90.00	hsa-mir-4448	90.00	90.00	4.65
hsa-miR-4449	26.00	hsa-mir-4449	26.00	26.00	1.34
hsa-miR-4450	0.00	hsa-mir-4450	0.00	0	0
hsa-miR-4451	2.00	hsa-mir-4451	2.00	2.00	0.10
hsa-miR-4452	0.00	hsa-mir-4452	0.00	0	0
hsa-miR-4453	0.00	hsa-mir-4453	0.00	0	0
hsa-miR-4454	1018.00	hsa-mir-4454	1018.00	1018.00	52.60
hsa-miR-4455	0.00	hsa-mir-4455	0.00	0	0
hsa-miR-4456	0.00	hsa-mir-4456	0.00	0	0
hsa-miR-4457	0.00	hsa-mir-4457	0.00	0	0
hsa-miR-4458	17.00	hsa-mir-4458	17.00	17.00	0.88
hsa-miR-4460	0.00	hsa-mir-4460	0.00	0	0
hsa-miR-4462	0.00	hsa-mir-4462	0.00	0	0
hsa-miR-4463	0.00	hsa-mir-4463	0.00	0	0
hsa-miR-4464	0.00	hsa-mir-4464	0.00	0	0
hsa-miR-4465	0.00	hsa-mir-4465	0.00	0	0
hsa-miR-4466	36.00	hsa-mir-4466	36.00	36.00	1.86
hsa-miR-4467	0.00	hsa-mir-4467	0.00	0	0
hsa-miR-4468	0.00	hsa-mir-4468	0.00	0	0
hsa-miR-4469	0.00	hsa-mir-4469	0.00	0	0
hsa-miR-4470	2.00	hsa-mir-4470	2.00	2.00	0.10
hsa-miR-4471	0.00	hsa-mir-4471	0.00	0	0
hsa-miR-4472	0.00	hsa-mir-4472-1	0.00	0	0
hsa-miR-4472	0.00	hsa-mir-4472-2	0.00	0	0
hsa-miR-4473	35.00	hsa-mir-4473	35.00	35.00	1.81
hsa-miR-4474-5p	0.00	hsa-mir-4474	0.00	0	0
hsa-miR-4474-3p	6.00	hsa-mir-4474	6.00	6.00	0.31
hsa-miR-4475	3.00	hsa-mir-4475	3.00	3.00	0.16
hsa-miR-4476	0.00	hsa-mir-4476	0.00	0	0
hsa-miR-4477a	10.00	hsa-mir-4477a	10.00	10.00	0.52
hsa-miR-4477b	10.00	hsa-mir-4477b	10.00	10.00	0.52
hsa-miR-4478	2.00	hsa-mir-4478	2.00	2.00	0.10
hsa-miR-4479	1.00	hsa-mir-4479	1.00	1.00	0.05
hsa-miR-448	1.00	hsa-mir-448	1.00	1.00	0.05
hsa-miR-4480	0.00	hsa-mir-4480	0.00	0	0
hsa-miR-4481	0.00	hsa-mir-4481	0.00	0	0
hsa-miR-4482-5p	0.00	hsa-mir-4482	0.00	0	0
hsa-miR-4482-3p	0.00	hsa-mir-4482	0.00	0	0
hsa-miR-4483	0.00	hsa-mir-4483	0.00	0	0
hsa-miR-4484	15.00	hsa-mir-4484	15.00	15.00	0.78
hsa-miR-4485-5p	0.00	hsa-mir-4485	0.00	0	0
hsa-miR-4485-3p	70.00	hsa-mir-4485	70.00	70.00	3.62
hsa-miR-4486	0.00	hsa-mir-4486	0.00	0	0
hsa-miR-4487	0.00	hsa-mir-4487	0.00	0	0
hsa-miR-4487	0.00	hsa-mir-4487	0.00	0	0
hsa-miR-4488	3.00	hsa-mir-4488	3.00	3.00	0.16
hsa-miR-4489	0.00	hsa-mir-4489	0.00	0	0
hsa-miR-4490	0.00	hsa-mir-4490	0.00	0	0
hsa-miR-4491	0.00	hsa-mir-4491	0.00	0	0
hsa-miR-4492	1.00	hsa-mir-4492	1.00	1.00	0.05
hsa-miR-4493	0.00	hsa-mir-4493	0.00	0	0
hsa-miR-4494	0.00	hsa-mir-4494	0.00	0	0
hsa-miR-4495	0.00	hsa-mir-4495	0.00	0	0
hsa-miR-4496	0.00	hsa-mir-4496	0.00	0	0
hsa-miR-4497	1.00	hsa-mir-4497	1.00	1.00	0.05
hsa-miR-4498	1.00	hsa-mir-4498	1.00	1.00	0.05
hsa-miR-4499	0.00	hsa-mir-4499	0.00	0	0
hsa-miR-449a	116.00	hsa-mir-449a	116.00	116.00	5.99
hsa-miR-449b-5p	108.00	hsa-mir-449b	108.00	108.00	5.58
hsa-miR-449b-3p	1.00	hsa-mir-449b	1.00	1.00	0.05
hsa-miR-449c-5p	339.00	hsa-mir-449c	339.00	339.00	17.52
hsa-miR-449c-3p	1.00	hsa-mir-449c	1.00	1.00	0.05
hsa-miR-4500	0.00	hsa-mir-4500	0.00	0	0
hsa-miR-4501	6.00	hsa-mir-4501	6.00	6.00	0.31
hsa-miR-4502	3.00	hsa-mir-4502	3.00	3.00	0.16
hsa-miR-4503	0.00	hsa-mir-4503	0.00	0	0
hsa-miR-4504	3.00	hsa-mir-4504	3.00	3.00	0.16
hsa-miR-4505	0.00	hsa-mir-4505	0.00	0	0
hsa-miR-4506	1.00	hsa-mir-4506	1.00	1.00	0.05
hsa-miR-4507	0.00	hsa-mir-4507	0.00	0	0
hsa-miR-4508	4.00	hsa-mir-4508	4.00	4.00	0.21
hsa-miR-4509	0.00	hsa-mir-4509-1	0.00	0	0
hsa-miR-4509	0.00	hsa-mir-4509-2	0.00	0	0
hsa-miR-4509	0.00	hsa-mir-4509-3	0.00	0	0
hsa-miR-450a-5p	493.00	hsa-mir-450a-1	493.00	493.00	25.48
hsa-miR-450a-1-3p	1.00	hsa-mir-450a-1	1.00	1.00	0.05
hsa-miR-450a-5p	489.00	hsa-mir-450a-2	489.00	489.00	25.27
hsa-miR-450a-2-3p	5.00	hsa-mir-450a-2	5.00	5.00	0.26
hsa-miR-450b-5p	962.00	hsa-mir-450b	962.00	962.00	49.71
hsa-miR-450b-3p	0.00	hsa-mir-450b	0.00	0	0
hsa-miR-4510	2.00	hsa-mir-4510	2.00	2.00	0.10
hsa-miR-4511	20.00	hsa-mir-4511	20.00	20.00	1.03
hsa-miR-4512	27.00	hsa-mir-4512	27.00	27.00	1.40
hsa-miR-4513	0.00	hsa-mir-4513	0.00	0	0
hsa-miR-4514	0.00	hsa-mir-4514	0.00	0	0
hsa-miR-4515	16.00	hsa-mir-4515	16.00	16.00	0.83
hsa-miR-4516	0.00	hsa-mir-4516	0.00	0	0
hsa-miR-4517	148.00	hsa-mir-4517	148.00	148.00	7.65
hsa-miR-4518	0.00	hsa-mir-4518	0.00	0	0
hsa-miR-4519	3.00	hsa-mir-4519	3.00	3.00	0.16
hsa-miR-451a	1.00	hsa-mir-451a	1.00	1.00	0.05
hsa-miR-451b	0.00	hsa-mir-451b	0.00	0	0
hsa-miR-452-5p	14.00	hsa-mir-452	14.00	14.00	0.72
hsa-miR-452-3p	0.00	hsa-mir-452	0.00	0	0
hsa-miR-4520-5p	0.00	hsa-mir-4520-1	0.00	0	0
hsa-miR-4520-3p	0.00	hsa-mir-4520-1	0.00	0	0
hsa-miR-4520-5p	0.00	hsa-mir-4520-2	0.00	0	0
hsa-miR-4520-2-3p	0.00	hsa-mir-4520-2	0.00	0	0
hsa-miR-4521	528.00	hsa-mir-4521	528.00	528.00	27.28
hsa-miR-4522	1.00	hsa-mir-4522	1.00	1.00	0.05
hsa-miR-4523	36.00	hsa-mir-4523	36.00	36.00	1.86
hsa-miR-4524a-5p	0.00	hsa-mir-4524a	0.00	0	0
hsa-miR-4524a-3p	1.00	hsa-mir-4524a	1.00	1.00	0.05
hsa-miR-4524b-5p	0.00	hsa-mir-4524b	0.00	0	0
hsa-miR-4524b-3p	0.00	hsa-mir-4524b	0.00	0	0
hsa-miR-4525	6.00	hsa-mir-4525	6.00	6.00	0.31
hsa-miR-4526	0.00	hsa-mir-4526	0.00	0	0
hsa-miR-4527	0.00	hsa-mir-4527	0.00	0	0
hsa-miR-4528	0.00	hsa-mir-4528	0.00	0	0
hsa-miR-4529-5p	0.00	hsa-mir-4529	0.00	0	0
hsa-miR-4529-3p	0.00	hsa-mir-4529	0.00	0	0
hsa-miR-4530	0.00	hsa-mir-4530	0.00	0	0
hsa-miR-4531	0.00	hsa-mir-4531	0.00	0	0
hsa-miR-4533	0.00	hsa-mir-4533	0.00	0	0
hsa-miR-4534	0.00	hsa-mir-4534	0.00	0	0
hsa-miR-4535	0.00	hsa-mir-4535	0.00	0	0
hsa-miR-4536-5p	0.00	hsa-mir-4536-1	0.00	0	0
hsa-miR-4536-3p	3.00	hsa-mir-4536-1	3.00	3.00	0.16
hsa-miR-4536-5p	0.00	hsa-mir-4536-2	0.00	0	0
hsa-miR-4536-3p	3.00	hsa-mir-4536-2	3.00	3.00	0.16
hsa-miR-4537	0.00	hsa-mir-4537	0.00	0	0
hsa-miR-4538	0.00	hsa-mir-4538	0.00	0	0
hsa-miR-4539	0.00	hsa-mir-4539	0.00	0	0
hsa-miR-454-5p	752.00	hsa-mir-454	752.00	752.00	38.86
hsa-miR-454-3p	7257.00	hsa-mir-454	7257.00	7257.00	375.00
hsa-miR-4540	0.00	hsa-mir-4540	0.00	0	0
hsa-miR-455-5p	3085.00	hsa-mir-455	3085.00	3085.00	159.41
hsa-miR-455-3p	2920.00	hsa-mir-455	2920.00	2920.00	150.89
hsa-miR-4632-5p	0.00	hsa-mir-4632	0.00	0	0
hsa-miR-4632-3p	0.00	hsa-mir-4632	0.00	0	0
hsa-miR-4633-5p	0.00	hsa-mir-4633	0.00	0	0
hsa-miR-4633-3p	0.00	hsa-mir-4633	0.00	0	0
hsa-miR-4634	0.00	hsa-mir-4634	0.00	0	0
hsa-miR-4635	0.00	hsa-mir-4635	0.00	0	0
hsa-miR-4636	0.00	hsa-mir-4636	0.00	0	0
hsa-miR-4637	5.00	hsa-mir-4637	5.00	5.00	0.26
hsa-miR-4638-5p	4.00	hsa-mir-4638	4.00	4.00	0.21
hsa-miR-4638-3p	117.00	hsa-mir-4638	117.00	117.00	6.05
hsa-miR-4639-5p	0.00	hsa-mir-4639	0.00	0	0
hsa-miR-4639-3p	0.00	hsa-mir-4639	0.00	0	0
hsa-miR-4640-5p	2.00	hsa-mir-4640	2.00	2.00	0.10
hsa-miR-4640-3p	16.00	hsa-mir-4640	16.00	16.00	0.83
hsa-miR-4641	1.00	hsa-mir-4641	1.00	1.00	0.05
hsa-miR-4642	14.00	hsa-mir-4642	14.00	14.00	0.72
hsa-miR-4643	0.00	hsa-mir-4643	0.00	0	0
hsa-miR-4644	0.00	hsa-mir-4644	0.00	0	0
hsa-miR-4645-5p	0.00	hsa-mir-4645	0.00	0	0
hsa-miR-4645-3p	11.00	hsa-mir-4645	11.00	11.00	0.57
hsa-miR-4646-5p	0.00	hsa-mir-4646	0.00	0	0
hsa-miR-4646-3p	0.00	hsa-mir-4646	0.00	0	0
hsa-miR-4647	11.00	hsa-mir-4647	11.00	11.00	0.57
hsa-miR-4648	1.00	hsa-mir-4648	1.00	1.00	0.05
hsa-miR-4649-5p	2.00	hsa-mir-4649	2.00	2.00	0.10
hsa-miR-4649-3p	4.00	hsa-mir-4649	4.00	4.00	0.21
hsa-miR-4650-5p	0.00	hsa-mir-4650-1	0.00	0	0
hsa-miR-4650-3p	0.00	hsa-mir-4650-1	0.00	0	0
hsa-miR-4650-5p	0.00	hsa-mir-4650-2	0.00	0	0
hsa-miR-4650-3p	0.00	hsa-mir-4650-2	0.00	0	0
hsa-miR-4651	2.00	hsa-mir-4651	2.00	2.00	0.10
hsa-miR-4652-5p	20.00	hsa-mir-4652	20.00	20.00	1.03
hsa-miR-4652-3p	3.00	hsa-mir-4652	3.00	3.00	0.16
hsa-miR-4653-5p	6.00	hsa-mir-4653	6.00	6.00	0.31
hsa-miR-4653-3p	1.00	hsa-mir-4653	1.00	1.00	0.05
hsa-miR-4654	12.00	hsa-mir-4654	12.00	12.00	0.62
hsa-miR-4655-5p	1.00	hsa-mir-4655	1.00	1.00	0.05
hsa-miR-4655-3p	0.00	hsa-mir-4655	0.00	0	0
hsa-miR-4656	0.00	hsa-mir-4656	0.00	0	0
hsa-miR-4657	3.00	hsa-mir-4657	3.00	3.00	0.16
hsa-miR-4658	0.00	hsa-mir-4658	0.00	0	0
hsa-miR-4659a-5p	0.00	hsa-mir-4659a	0.00	0	0
hsa-miR-4659a-3p	8.00	hsa-mir-4659a	8.00	8.00	0.41
hsa-miR-4659b-5p	0.00	hsa-mir-4659b	0.00	0	0
hsa-miR-4659b-3p	0.00	hsa-mir-4659b	0.00	0	0
hsa-miR-466	0.00	hsa-mir-466	0.00	0	0
hsa-miR-4660	0.00	hsa-mir-4660	0.00	0	0
hsa-miR-4661-5p	25.00	hsa-mir-4661	25.00	25.00	1.29
hsa-miR-4661-3p	7.00	hsa-mir-4661	7.00	7.00	0.36
hsa-miR-4662a-5p	99.00	hsa-mir-4662a	99.00	99.00	5.12
hsa-miR-4662a-3p	0.00	hsa-mir-4662a	0.00	0	0
hsa-miR-4662b	0.00	hsa-mir-4662b	0.00	0	0
hsa-miR-4663	0.00	hsa-mir-4663	0.00	0	0
hsa-miR-4664-5p	0.00	hsa-mir-4664	0.00	0	0
hsa-miR-4664-3p	7.00	hsa-mir-4664	7.00	7.00	0.36
hsa-miR-4665-5p	2.00	hsa-mir-4665	2.00	2.00	0.10
hsa-miR-4665-3p	0.00	hsa-mir-4665	0.00	0	0
hsa-miR-4666a-5p	7.00	hsa-mir-4666a	7.00	7.00	0.36
hsa-miR-4666a-3p	0.00	hsa-mir-4666a	0.00	0	0
hsa-miR-4666b	1.00	hsa-mir-4666b	1.00	1.00	0.05
hsa-miR-4667-5p	2.00	hsa-mir-4667	2.00	2.00	0.10
hsa-miR-4667-3p	0.00	hsa-mir-4667	0.00	0	0
hsa-miR-4668-5p	3.00	hsa-mir-4668	3.00	3.00	0.16
hsa-miR-4668-3p	1.00	hsa-mir-4668	1.00	1.00	0.05
hsa-miR-4669	0.00	hsa-mir-4669	0.00	0	0
hsa-miR-4670-5p	3.00	hsa-mir-4670	3.00	3.00	0.16
hsa-miR-4670-3p	1.00	hsa-mir-4670	1.00	1.00	0.05
hsa-miR-4671-5p	8.00	hsa-mir-4671	8.00	8.00	0.41
hsa-miR-4671-3p	20.00	hsa-mir-4671	20.00	20.00	1.03
hsa-miR-4672	4.00	hsa-mir-4672	4.00	4.00	0.21
hsa-miR-4673	3.00	hsa-mir-4673	3.00	3.00	0.16
hsa-miR-4674	1.00	hsa-mir-4674	1.00	1.00	0.05
hsa-miR-4675	0.00	hsa-mir-4675	0.00	0	0
hsa-miR-4676-5p	3.00	hsa-mir-4676	3.00	3.00	0.16
hsa-miR-4676-3p	10.00	hsa-mir-4676	10.00	10.00	0.52
hsa-miR-4677-5p	21.00	hsa-mir-4677	21.00	21.00	1.09
hsa-miR-4677-3p	877.00	hsa-mir-4677	877.00	877.00	45.32
hsa-miR-4678	0.00	hsa-mir-4678	0.00	0	0
hsa-miR-4679	0.00	hsa-mir-4679-1	0.00	0	0
hsa-miR-4679	0.00	hsa-mir-4679-2	0.00	0	0
hsa-miR-4680-5p	0.00	hsa-mir-4680	0.00	0	0
hsa-miR-4680-3p	2.00	hsa-mir-4680	2.00	2.00	0.10
hsa-miR-4681	0.00	hsa-mir-4681	0.00	0	0
hsa-miR-4682	0.00	hsa-mir-4682	0.00	0	0
hsa-miR-4683	1.00	hsa-mir-4683	1.00	1.00	0.05
hsa-miR-4684-5p	0.00	hsa-mir-4684	0.00	0	0
hsa-miR-4684-3p	0.00	hsa-mir-4684	0.00	0	0
hsa-miR-4685-5p	0.00	hsa-mir-4685	0.00	0	0
hsa-miR-4685-3p	12.00	hsa-mir-4685	12.00	12.00	0.62
hsa-miR-4686	0.00	hsa-mir-4686	0.00	0	0
hsa-miR-4687-5p	7.00	hsa-mir-4687	7.00	7.00	0.36
hsa-miR-4687-3p	4.00	hsa-mir-4687	4.00	4.00	0.21
hsa-miR-4688	4.00	hsa-mir-4688	4.00	4.00	0.21
hsa-miR-4689	16.00	hsa-mir-4689	16.00	16.00	0.83
hsa-miR-4690-5p	3.00	hsa-mir-4690	3.00	3.00	0.16
hsa-miR-4690-3p	0.00	hsa-mir-4690	0.00	0	0
hsa-miR-4691-5p	0.00	hsa-mir-4691	0.00	0	0
hsa-miR-4691-3p	2.00	hsa-mir-4691	2.00	2.00	0.10
hsa-miR-4692	0.00	hsa-mir-4692	0.00	0	0
hsa-miR-4693-5p	0.00	hsa-mir-4693	0.00	0	0
hsa-miR-4693-3p	0.00	hsa-mir-4693	0.00	0	0
hsa-miR-4694-5p	0.00	hsa-mir-4694	0.00	0	0
hsa-miR-4694-3p	0.00	hsa-mir-4694	0.00	0	0
hsa-miR-4695-5p	0.00	hsa-mir-4695	0.00	0	0
hsa-miR-4695-3p	0.00	hsa-mir-4695	0.00	0	0
hsa-miR-4696	0.00	hsa-mir-4696	0.00	0	0
hsa-miR-4697-5p	0.00	hsa-mir-4697	0.00	0	0
hsa-miR-4697-3p	30.00	hsa-mir-4697	30.00	30.00	1.55
hsa-miR-4698	0.00	hsa-mir-4698	0.00	0	0
hsa-miR-4699-5p	5.00	hsa-mir-4699	5.00	5.00	0.26
hsa-miR-4699-3p	0.00	hsa-mir-4699	0.00	0	0
hsa-miR-4700-5p	3.00	hsa-mir-4700	3.00	3.00	0.16
hsa-miR-4700-3p	3.00	hsa-mir-4700	3.00	3.00	0.16
hsa-miR-4701-5p	0.00	hsa-mir-4701	0.00	0	0
hsa-miR-4701-3p	1.00	hsa-mir-4701	1.00	1.00	0.05
hsa-miR-4703-5p	0.00	hsa-mir-4703	0.00	0	0
hsa-miR-4703-3p	0.00	hsa-mir-4703	0.00	0	0
hsa-miR-4704-5p	0.00	hsa-mir-4704	0.00	0	0
hsa-miR-4704-3p	0.00	hsa-mir-4704	0.00	0	0
hsa-miR-4705	8.00	hsa-mir-4705	8.00	8.00	0.41
hsa-miR-4706	2.00	hsa-mir-4706	2.00	2.00	0.10
hsa-miR-4707-5p	19.00	hsa-mir-4707	19.00	19.00	0.98
hsa-miR-4707-3p	9.00	hsa-mir-4707	9.00	9.00	0.47
hsa-miR-4708-5p	0.00	hsa-mir-4708	0.00	0	0
hsa-miR-4708-3p	2.00	hsa-mir-4708	2.00	2.00	0.10
hsa-miR-4709-5p	3.00	hsa-mir-4709	3.00	3.00	0.16
hsa-miR-4709-3p	0.00	hsa-mir-4709	0.00	0	0
hsa-miR-4710	0.00	hsa-mir-4710	0.00	0	0
hsa-miR-4711-5p	0.00	hsa-mir-4711	0.00	0	0
hsa-miR-4711-3p	0.00	hsa-mir-4711	0.00	0	0
hsa-miR-4712-5p	1.00	hsa-mir-4712	1.00	1.00	0.05
hsa-miR-4712-3p	2.00	hsa-mir-4712	2.00	2.00	0.10
hsa-miR-4713-5p	21.00	hsa-mir-4713	21.00	21.00	1.09
hsa-miR-4713-3p	0.00	hsa-mir-4713	0.00	0	0
hsa-miR-4714-5p	5.00	hsa-mir-4714	5.00	5.00	0.26
hsa-miR-4714-3p	4.00	hsa-mir-4714	4.00	4.00	0.21
hsa-miR-4715-5p	0.00	hsa-mir-4715	0.00	0	0
hsa-miR-4715-3p	0.00	hsa-mir-4715	0.00	0	0
hsa-miR-4716-5p	0.00	hsa-mir-4716	0.00	0	0
hsa-miR-4716-3p	0.00	hsa-mir-4716	0.00	0	0
hsa-miR-4717-5p	0.00	hsa-mir-4717	0.00	0	0
hsa-miR-4717-3p	6.00	hsa-mir-4717	6.00	6.00	0.31
hsa-miR-4718	0.00	hsa-mir-4718	0.00	0	0
hsa-miR-4719	0.00	hsa-mir-4719	0.00	0	0
hsa-miR-4720-5p	0.00	hsa-mir-4720	0.00	0	0
hsa-miR-4720-3p	0.00	hsa-mir-4720	0.00	0	0
